layer,feature_id,alpha,d_loss,mean_logit_delta,kl_avg,d_loss_firing,kl_firing,num_positions_firing,d_loss_control,kl_control,num_positions_control,mean_act,max_act,std_act,firing_rate,snippets,label,label_conf
0,12453,0.0,0.7222903490066528,-2.14203217625618,0.7617548614740371,0.7222903490066528,0.7617548614740371,1827.4,0.0,0.0,0.0,1.5650699970137795e-05,0.031236931681632996,0.0006809415062889457,1.0,[],articles about physics,0.89
0,12453,0.5,0.7222847700119018,-2.1420449793338774,0.7617563277482986,0.7222847700119018,0.7617563277482986,1827.4,0.0,0.0,0.0,1.5650699970137795e-05,0.031236931681632996,0.0006809415062889457,1.0,[],articles about physics,0.89
0,12453,1.0,0.7222790956497193,-2.1420584499835966,0.7617578357458115,0.7222790956497193,0.7617578357458115,1827.4,0.0,0.0,0.0,1.5650699970137795e-05,0.031236931681632996,0.0006809415062889457,1.0,[],articles about physics,0.89
0,12453,2.0,0.7222674131393433,-2.142087239027023,0.7617610841989517,0.7222674131393433,0.7617610841989517,1827.4,0.0,0.0,0.0,1.5650699970137795e-05,0.031236931681632996,0.0006809415062889457,1.0,"[{'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 7.3199920654296875, 'snippet_type': 'max_kl', 'token_index': 170, 'window_start': 150, 'window_end': 191, 'text_window': ' also was built in the park during this time , but also no longer exists . In 1936 , Works Progress Administration built the Museum of Fine Arts , now called the Arkansas Arts Center , just south of the Tower', 'target_token': ' Progress', 'source_text': ' The building and the surrounding park were used for many public purposes throughout the early 20th century . The Tower Building served as headquarters for the United Confederate Veterans Reunion , Ma'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 7.282260894775391, 'snippet_type': 'max_kl', 'token_index': 8, 'window_start': 0, 'window_end': 29, 'text_window': ' The arsenal was listed in the National Register of Historic Places in 1970 . Due to its association with the Camden Expedition of 1864 , the arsenal may', 'target_token': ' of', 'source_text': ' The arsenal was listed in the National Register of Historic Places in 1970 . Due to its association with the Camden Expedition of 1864 , the arsenal may be included in the Camden Expedition Sites Nat'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 6.224606990814209, 'snippet_type': 'max_kl', 'token_index': 9, 'window_start': 0, 'window_end': 30, 'text_window': ' The arsenal was listed in the National Register of Historic Places in 1970 . Due to its association with the Camden Expedition of 1864 , the arsenal may be', 'target_token': ' Historic', 'source_text': ' The arsenal was listed in the National Register of Historic Places in 1970 . Due to its association with the Camden Expedition of 1864 , the arsenal may be included in the Camden Expedition Sites Nat'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 5.844302654266357, 'snippet_type': 'max_kl', 'token_index': 1, 'window_start': 0, 'window_end': 22, 'text_window': ' In 1942 , the Tower Building was renovated due to the efforts of the Æsthetic Club , Little Rock', 'target_token': ' 1942', 'source_text': ' In 1942 , the Tower Building was renovated due to the efforts of the Æsthetic Club , Little Rock philanthropist Frederick W. Allsop , and the Works Progress Administration . It became the new home of'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 5.814448833465576, 'snippet_type': 'max_kl', 'token_index': 186, 'window_start': 166, 'window_end': 195, 'text_window': ' In 1936 , Works Progress Administration built the Museum of Fine Arts , now called the Arkansas Arts Center , just south of the Tower Building . \n', 'target_token': ' just', 'source_text': ' The building and the surrounding park were used for many public purposes throughout the early 20th century . The Tower Building served as headquarters for the United Confederate Veterans Reunion , Ma'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 1.2100470485165715e-05, 'snippet_type': 'min_kl', 'token_index': 68, 'window_start': 48, 'window_end': 89, 'text_window': "" died in 1973 . Though she published Flower Fairy books with spring , summer , and autumn themes , it wasn 't until 1985 that a winter collection was assembled from her remaining work and published posthumously ."", 'target_token': ' wasn', 'source_text': ' Barker was equally proficient in watercolour , pen and ink , oils , and pastels . Kate Greenaway and the Pre @-@ Raphaelites were the principal influences on her work . She claimed to paint instincti'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 5.457276711240411e-05, 'snippet_type': 'min_kl', 'token_index': 30, 'window_start': 10, 'window_end': 51, 'text_window': ' artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ’ s Book of Hymns and , in collaboration with her sister Dorothy ,', 'target_token': ' such', 'source_text': ' Barker was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ’ s Book of Hymns an'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 6.281514652073383e-05, 'snippet_type': 'min_kl', 'token_index': 92, 'window_start': 72, 'window_end': 113, 'text_window': ' , indicating that no less than a sixth of the Confederate troops in this vicinity were still armed with obsolete flintlock weapons . \n', 'target_token': ' fl', 'source_text': ' Perhaps the most illuminating points of the above "" Summary of Work "" and those for following months are that the standard ammunition made was . "" buck & ball "" , indicating that the .69 caliber smoo'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 0.00011640082811936736, 'snippet_type': 'min_kl', 'token_index': 45, 'window_start': 25, 'window_end': 66, 'text_window': ' @-@ themed books such as The Children ’ s Book of Hymns and , in collaboration with her sister Dorothy , He Leadeth Me . She designed a stained glass window for St. Edmund', 'target_token': ' collaboration', 'source_text': ' Barker was a devout Anglican , and donated her artworks to Christian fundraisers and missionary organizations . She produced a few Christian @-@ themed books such as The Children ’ s Book of Hymns an'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 0.00012139268073951825, 'snippet_type': 'min_kl', 'token_index': 86, 'window_start': 66, 'window_end': 107, 'text_window': "" , it wasn 't until 1985 that a winter collection was assembled from her remaining work and published posthumously . \n"", 'target_token': 'hum', 'source_text': ' Barker was equally proficient in watercolour , pen and ink , oils , and pastels . Kate Greenaway and the Pre @-@ Raphaelites were the principal influences on her work . She claimed to paint instincti'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 7.849381923675537, 'snippet_type': 'max_kl', 'token_index': 190, 'window_start': 170, 'window_end': 202, 'text_window': "" was broken down after an illustration was completed and the parts recycled for other costumes . She often referred to Dion Clayton Calthrop 's English Costume . \n"", 'target_token': ' Dion', 'source_text': ' The children in the kindergarten modelled for the Flower Fairies until the kindergarten closed in 1940 . In an interview in 1958 , Barker said , "" My sister ran a kindergarten and I used to borrow he'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 6.940403461456299, 'snippet_type': 'max_kl', 'token_index': 26, 'window_start': 6, 'window_end': 47, 'text_window': ' well off , and belonged to the lower end of the upper middle class . A nanny , a governess , and a cook to prepare special meals for Barker were hired . She spent much time in bed', 'target_token': ' govern', 'source_text': ' The family of four was moderately well off , and belonged to the lower end of the upper middle class . A nanny , a governess , and a cook to prepare special meals for Barker were hired . She spent mu'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 6.14350700378418, 'snippet_type': 'max_kl', 'token_index': 34, 'window_start': 14, 'window_end': 55, 'text_window': ' end of the upper middle class . A nanny , a governess , and a cook to prepare special meals for Barker were hired . She spent much time in bed at home amusing herself with painting books and', 'target_token': ' special', 'source_text': ' The family of four was moderately well off , and belonged to the lower end of the upper middle class . A nanny , a governess , and a cook to prepare special meals for Barker were hired . She spent mu'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 5.831995964050293, 'snippet_type': 'max_kl', 'token_index': 179, 'window_start': 159, 'window_end': 200, 'text_window': "" with wings made of twigs and gauze . Each was broken down after an illustration was completed and the parts recycled for other costumes . She often referred to Dion Clayton Calthrop 's English Costume ."", 'target_token': ' the', 'source_text': ' The children in the kindergarten modelled for the Flower Fairies until the kindergarten closed in 1940 . In an interview in 1958 , Barker said , "" My sister ran a kindergarten and I used to borrow he'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 5.490128517150879, 'snippet_type': 'max_kl', 'token_index': 1, 'window_start': 0, 'window_end': 22, 'text_window': ' In 1923 , Barker sent her flower fairy paintings to various publishers . Blackie paid £ 25 for 24 paintings with', 'target_token': ' 1923', 'source_text': "" In 1923 , Barker sent her flower fairy paintings to various publishers . Blackie paid £ 25 for 24 paintings with accompanying verses , but it wasn 't until publication of Flower Fairies of the Summer""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 1.7715516150929034e-05, 'snippet_type': 'min_kl', 'token_index': 47, 'window_start': 27, 'window_end': 68, 'text_window': "" Croydon . She restored a maisonette in Storrington , Sussex , England , bequeathed by her friend Edith Major , and named it St. Andrew 's . After taking"", 'target_token': 'qu', 'source_text': "" Barker 's mother died in 1960 , and , in 1961 , Barker moved from 23 The Waldrons to 6 Duppas Avenue in Croydon . She restored a maisonette in Storrington , Sussex , England , bequeathed by her frien""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 3.62913851859048e-05, 'snippet_type': 'min_kl', 'token_index': 19, 'window_start': 0, 'window_end': 40, 'text_window': ' Barker continued to attend evening classes at the Croydon Art School between the 1920s and the 1940s , eventually receiving a teaching position . She took sketching trips to Amberley and Storrington', 'target_token': ' 1940', 'source_text': ' Barker continued to attend evening classes at the Croydon Art School between the 1920s and the 1940s , eventually receiving a teaching position . She took sketching trips to Amberley and Storrington '}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 4.2292274883948267e-05, 'snippet_type': 'min_kl', 'token_index': 27, 'window_start': 7, 'window_end': 48, 'text_window': "" fairy paintings to various publishers . Blackie paid £ 25 for 24 paintings with accompanying verses , but it wasn 't until publication of Flower Fairies of the Summer in 1925 that Barker received royalties for her work"", 'target_token': ' wasn', 'source_text': "" In 1923 , Barker sent her flower fairy paintings to various publishers . Blackie paid £ 25 for 24 paintings with accompanying verses , but it wasn 't until publication of Flower Fairies of the Summer""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 8.340575732290745e-05, 'snippet_type': 'min_kl', 'token_index': 62, 'window_start': 42, 'window_end': 83, 'text_window': ' Barker received royalties for her work . Mary Violet Clayton Calthrop , wife of author Dion Clayton Calthrop , wrote in April 1925 about Barker and Flower Fairies of the Spring : "" She has such', 'target_token': 'alth', 'source_text': "" In 1923 , Barker sent her flower fairy paintings to various publishers . Blackie paid £ 25 for 24 paintings with accompanying verses , but it wasn 't until publication of Flower Fairies of the Summer""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 9.109024540521204e-05, 'snippet_type': 'min_kl', 'token_index': 13, 'window_start': 0, 'window_end': 34, 'text_window': ' Fairies became a popular theme in art and literature in the early 20th century following the releases of The Coming of the Fairies by Sir Arthur Conan Doyle , Peter Pan', 'target_token': ' 20', 'source_text': ' Fairies became a popular theme in art and literature in the early 20th century following the releases of The Coming of the Fairies by Sir Arthur Conan Doyle , Peter Pan by J.M. Barrie , and the fairy'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 9.22998046875, 'snippet_type': 'max_kl', 'token_index': 2, 'window_start': 0, 'window_end': 23, 'text_window': ' The Children ’ s Book of Hymns ; Blackie , 1929 ; rep . 1933 \n', 'target_token': ' �', 'source_text': ' The Children ’ s Book of Hymns ; Blackie , 1929 ; rep . 1933 \n'}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 8.635984420776367, 'snippet_type': 'max_kl', 'token_index': 229, 'window_start': 209, 'window_end': 250, 'text_window': ' Rushie River was outlined in 1943 with Groundsel , but only developed in 1953 . It was published posthumously in 1988 and is critically considered less successful than Groundsel . \n', 'target_token': ' post', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 8.111170768737793, 'snippet_type': 'max_kl', 'token_index': 224, 'window_start': 204, 'window_end': 245, 'text_window': ' of Norbury Methodist Church . Following the death of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to wash the feet of his disciples . Her last religious @-@', 'target_token': ' stained', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 7.610957622528076, 'snippet_type': 'max_kl', 'token_index': 243, 'window_start': 223, 'window_end': 256, 'text_window': "" a stained glass memorial window depicting Christ preparing to wash the feet of his disciples . Her last religious @-@ themed work , it was installed in St. Edmund '"", 'target_token': '-', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 7.1841349601745605, 'snippet_type': 'max_kl', 'token_index': 195, 'window_start': 175, 'window_end': 216, 'text_window': ' old Scrooge @-@ like man called Mr. Petercoo and tonally suggests a Dickensian social consciousness . Simon the Swan , intended as a sequel to Rushie River was outlined in 1943', 'target_token': ' Dickens', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 1.6984286048682407e-05, 'snippet_type': 'min_kl', 'token_index': 60, 'window_start': 40, 'window_end': 81, 'text_window': ' illustrated magazine covers , dust jackets , and produced series of postcards for Raphael Tuck and other publishers such as Picturesque Children of the Allies ( 1915 ) , Seaside Holidays ( 1918 ) , and', 'target_token': ' such', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 3.5862634831573814e-05, 'snippet_type': 'min_kl', 'token_index': 145, 'window_start': 125, 'window_end': 166, 'text_window': "" 1929 reproduces the work . In 1941 , she completed oil panels on the subject of the seven sacraments for the baptismal font at St. Andrew 's , South Croydon . She designed"", 'target_token': 'ram', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 0.00011057552183046937, 'snippet_type': 'min_kl', 'token_index': 32, 'window_start': 12, 'window_end': 53, 'text_window': ' of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptychs in oil , The Feeding of', 'target_token': ' collaboration', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 0.00015831462224014103, 'snippet_type': 'min_kl', 'token_index': 157, 'window_start': 137, 'window_end': 178, 'text_window': ' Set about 1800 , Groundsel and Necklaces ( 1943 ) tells of a girl named Jenny who rescues her family from poverty through the agency of the fairies . The story features an old Scroo', 'target_token': ' resc', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 12453, 'alpha': 2, 'kl_value': 0.0004939488135278225, 'snippet_type': 'min_kl', 'token_index': 161, 'window_start': 141, 'window_end': 182, 'text_window': "" of the seven sacraments for the baptismal font at St. Andrew 's , South Croydon . She designed baptismal rolls for the wall behind the font in 1948 and 1962 . In 1946"", 'target_token': 'roy', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}]",articles about physics,0.89
0,12453,4.0,0.7222429990768433,-2.142153614759445,0.7617683380842208,0.7222429990768433,0.7617683380842208,1827.4,0.0,0.0,0.0,1.5650699970137795e-05,0.031236931681632996,0.0006809415062889457,1.0,[],articles about physics,0.89
0,8721,0.0,0.7222293615341187,-2.141969066858292,0.7617160439491272,2.033391070365906,3.365531015396118,8.8,0.7150717496871948,0.7468966126441956,1818.6,0.001408903091942193,0.10319104492664337,0.008782414859160781,0.003876833341200836,[],possessive pronouns,0.85
0,8721,0.5,0.7222543954849243,-2.1420144915580748,0.7617373019456863,2.0333894729614257,3.366103267669678,8.8,0.7150976896286011,0.7469154596328735,1818.6,0.001408903091942193,0.10319104492664337,0.008782414859160781,0.003876833341200836,[],possessive pronouns,0.85
0,8721,1.0,0.7222790956497193,-2.1420584499835966,0.7617578357458115,2.033366632461548,3.3666935205459594,8.8,0.7151229619979859,0.7469334870576858,1818.6,0.001408903091942193,0.10319104492664337,0.008782414859160781,0.003876833341200836,[],possessive pronouns,0.85
0,8721,2.0,0.7223259687423706,-2.142141991853714,0.7617969751358032,2.0332586765289307,3.3679364919662476,8.8,0.7151717424392701,0.7469669669866562,1818.6,0.001408903091942193,0.10319104492664337,0.008782414859160781,0.003876833341200836,"[{'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 5.494606018066406, 'snippet_type': 'max_kl', 'token_index': 253, 'window_start': 233, 'window_end': 256, 'text_window': "" the feet of his disciples . Her last religious @-@ themed work , it was installed in St. Edmund '"", 'target_token': '.', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 5.016222953796387, 'snippet_type': 'max_kl', 'token_index': 211, 'window_start': 191, 'window_end': 232, 'text_window': ' oil painting , Out of Great Tribulation , for the Memorial Chapel of Norbury Methodist Church . Following the death of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to', 'target_token': ' the', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 4.264246940612793, 'snippet_type': 'max_kl', 'token_index': 233, 'window_start': 213, 'window_end': 254, 'text_window': ' of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to wash the feet of his disciples . Her last religious @-@ themed work , it was installed in St.', 'target_token': ' the', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 2.672682762145996, 'snippet_type': 'max_kl', 'token_index': 235, 'window_start': 215, 'window_end': 256, 'text_window': ' 1943 with Groundsel , but only developed in 1953 . It was published posthumously in 1988 and is critically considered less successful than Groundsel . \n', 'target_token': ' is', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 2.3213069438934326, 'snippet_type': 'max_kl', 'token_index': 220, 'window_start': 200, 'window_end': 241, 'text_window': ' Simon the Swan , intended as a sequel to Rushie River was outlined in 1943 with Groundsel , but only developed in 1953 . It was published posthumously in 1988 and is critically considered less successful than', 'target_token': ' but', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 2.3213069438934326, 'snippet_type': 'min_kl', 'token_index': 220, 'window_start': 200, 'window_end': 241, 'text_window': ' Simon the Swan , intended as a sequel to Rushie River was outlined in 1943 with Groundsel , but only developed in 1953 . It was published posthumously in 1988 and is critically considered less successful than', 'target_token': ' but', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 2.672682762145996, 'snippet_type': 'min_kl', 'token_index': 235, 'window_start': 215, 'window_end': 256, 'text_window': ' 1943 with Groundsel , but only developed in 1953 . It was published posthumously in 1988 and is critically considered less successful than Groundsel . \n', 'target_token': ' is', 'source_text': "" Barker 's sketches , drawings , and paintings of children were given to friends or to the parents of the subjects , donated to charitable institutions and church sponsored events , or exhibited throu""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 4.264246940612793, 'snippet_type': 'min_kl', 'token_index': 233, 'window_start': 213, 'window_end': 254, 'text_window': ' of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to wash the feet of his disciples . Her last religious @-@ themed work , it was installed in St.', 'target_token': ' the', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 5.016222953796387, 'snippet_type': 'min_kl', 'token_index': 211, 'window_start': 191, 'window_end': 232, 'text_window': ' oil painting , Out of Great Tribulation , for the Memorial Chapel of Norbury Methodist Church . Following the death of her sister in 1954 , Barker began designs for a stained glass memorial window depicting Christ preparing to', 'target_token': ' the', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}, {'layer': 0, 'feature_id': 8721, 'alpha': 2, 'kl_value': 5.494606018066406, 'snippet_type': 'min_kl', 'token_index': 253, 'window_start': 233, 'window_end': 256, 'text_window': "" the feet of his disciples . Her last religious @-@ themed work , it was installed in St. Edmund '"", 'target_token': '.', 'source_text': "" Religious @-@ themed books include The Children 's Book of Hymns ( 1929 ) and He Leadeth Me ( 1933 ) , the latter written in collaboration with her sister . Major religious works include the triptych""}]",possessive pronouns,0.85
0,8721,4.0,0.7224133253097534,-2.1422938406467438,0.7618689000606537,2.0328049659729004,3.370765209197998,8.8,0.715263819694519,0.7470244735479354,1818.6,0.001408903091942193,0.10319104492664337,0.008782414859160781,0.003876833341200836,[],possessive pronouns,0.85
